index,lat,lng,City,Temperature,Humidity(%),Cloudiness(%),Wind_Speed(mph)
0,68.04970792567212,113.91851118935995,udachnyy,289.62,65,81,4.23
1,-21.821077202747716,126.72948593442845,yulara,293.69,26,0,4.66
2,11.615996770330753,-37.44291163320082,sao filipe,299.37,81,94,4.68
3,-79.25418998913047,-154.3142338628597,mataura,233.9,98,98,2.96
4,0.7809539646113421,-61.81595351082123,barcelos,295.12,98,41,0.85
5,16.75048572351473,-26.5634512242369,porto novo,297.03,92,22,4.76
6,6.163267122481486,-153.67991820688212,hilo,299.28,82,81,4.48
7,-74.62058475549209,-71.5945528041017,ushuaia,245.77,64,6,4.16
8,26.620122912727055,2.2450680162551464,adrar,318.43,5,0,4.92
9,-5.971612267093718,123.6261965372617,katobu,301.59,71,100,6.23
11,81.33160171005196,7.468236096017137,barentsburg,273.75,95,100,6.56
12,42.140820718216105,91.46431297059337,hami,307.95,7,37,7.13
13,-77.22301014542033,14.496793864238043,bredasdorp,239.57,91,100,6.14
14,-55.33741840960188,116.88460945110882,albany,274.62,85,100,10.98
15,63.13229584171981,-34.81210113284837,tasiilaq,278.44,78,91,4.61
16,86.9591744174825,-153.24728972674234,barrow,273.65,97,100,6.56
17,58.697121092400465,-17.775173655581852,vestmannaeyjar,284.29,95,100,11.87
19,21.723581859109316,139.05980338351463,naze,303.05,71,10,5.95
20,70.85578349924648,-64.54439295065751,clyde river,273.14,91,100,4.0
21,22.826441725348857,56.2085261977397,nizwa,319.34,7,0,3.5
22,66.3723500783,135.76652105507833,batagay,288.38,61,95,2.35
23,-14.57500386830526,-0.12362114532214719,jamestown,293.76,70,99,10.81
25,52.26195099226359,-1.1922774814381114,rugby,296.52,62,77,1.34
26,34.101727873671294,-98.51085730311078,burkburnett,297.26,68,0,2.66
27,-62.447138636208,-102.29491251903906,punta arenas,275.35,93,100,12.38
28,23.012986519371836,165.6885011459819,butaritari,301.66,74,13,6.23
29,9.960124292071598,-76.74637879683756,puerto escondido,300.09,82,100,4.27
30,-39.72913417917945,159.2450787954199,kiama,288.28,79,99,6.69
31,-53.6974125343776,125.41303103986723,esperance,276.68,77,100,13.9
32,31.378851115231242,4.106387659240539,warqla,310.55,14,3,3.3
34,73.31334849093219,81.39355525600484,dikson,280.99,85,98,6.94
35,-23.33364666057767,157.83593085290033,hervey bay,293.93,58,68,6.46
37,53.06816766010485,2.5932209746150363,great yarmouth,286.15,82,40,2.5
38,52.17627017152853,-54.156856626956,saint anthony,277.74,86,81,1.24
39,-67.88038365845226,144.5251172840904,hobart,258.26,88,100,2.99
40,-5.695154344152314,94.16971291884539,padang,299.81,80,100,4.33
41,82.53491406966666,-69.9929692800413,qaanaaq,267.17,79,100,1.08
42,47.78241010597685,-133.42187249216028,port hardy,283.54,82,8,5.17
43,24.76151942287258,-3.9277267337181456,taoudenni,312.68,20,0,4.5
44,67.96948647959809,155.84817443157488,srednekolymsk,289.61,40,97,2.82
45,46.20470435967806,8.107273782864382,naters,287.63,91,100,1.98
46,39.76990441814479,17.733571639785055,gallipoli,305.64,66,0,2.65
47,47.899255228404684,66.55160438145279,zhezkazgan,304.2,21,0,6.43
49,-43.10704746615396,33.20531228546403,east london,281.44,74,25,6.63
50,-14.890112502902696,21.31562182959857,kalabo,298.97,24,0,3.38
51,83.00041210206089,-136.2341928499218,tuktoyaktuk,273.75,94,99,5.19
52,57.27586605268803,119.01179669695392,chara,286.58,78,83,3.36
53,69.27638094687862,55.14137889204997,iskateley,276.05,94,100,8.83
54,3.7500441678466245,-2.2937383511378187,axim,298.72,80,100,3.82
55,-34.01762202096319,173.7613924337815,kaeo,287.94,64,100,5.26
56,1.8162471211040128,-54.91766846006668,grand-santi,294.46,90,42,1.05
57,57.577653484296604,-111.85170660300146,athabasca,285.99,78,100,2.29
58,-44.841087401855034,160.38001434637357,te anau,284.88,91,79,7.3
59,19.91101609320168,-79.92766871547383,bodden town,298.3,74,29,8.22
60,-10.764644563234356,45.75874003621655,domoni,299.04,67,0,6.4
61,89.97514671170896,-62.70578774057438,narsaq,273.65,96,100,5.72
62,-53.89736311728009,-14.195418469219788,cape town,271.55,64,100,13.4
63,25.237054705250813,154.06183269958484,hasaki,301.53,80,44,2.97
64,-18.925129706467274,174.02146035209415,isangel,297.21,62,100,5.24
65,61.604497419136294,85.5979594722034,belyy yar,301.04,25,17,5.17
66,-19.063326755367513,-152.9417504922809,tevaitoa,298.93,76,20,2.8
68,61.408666374607606,-166.9180873629511,nome,278.87,97,100,8.37
69,3.971746835478214,86.88775908578384,wattegama,299.57,82,100,10.63
70,49.52994103473824,3.0846678838692583,noyon,293.84,61,99,1.65
72,-63.65121836101687,44.62619121389042,port alfred,271.25,95,100,4.3
73,62.15175736542008,-128.99134323566204,norman wells,279.3,92,100,2.47
74,-27.974953391103554,91.98738485040388,carnarvon,290.68,57,0,7.76
75,71.77128060302684,-53.42468200954923,upernavik,274.75,94,97,0.54
76,27.364685031661764,-89.40070811555654,estelle,301.95,72,35,4.81
77,-81.16126543082818,-3.9825479753589264,hermanus,245.9,76,100,8.89
79,28.161445574095083,55.29638073429072,darab,315.02,12,4,6.79
80,17.885110048119884,-78.34403886434907,black river,300.06,75,100,1.58
81,52.88352477595666,-132.82200861984435,ketchikan,283.15,84,45,6.76
82,17.417599491447675,77.8002590202322,vikarabad,303.69,50,96,3.24
83,66.63867944773455,-58.523780748643404,sisimiut,274.16,91,92,1.29
84,-56.03217639506127,-119.35698311551374,rikitea,277.89,98,100,7.38
85,62.79048204176314,58.90388168109661,vuktyl,288.45,87,100,2.75
86,-10.150815096926223,151.05631644906924,samarai,299.72,82,90,5.59
87,82.16747475336044,-23.92635248195677,illoqqortoormiut,273.85,83,100,9.99
89,46.39494546240158,-107.71671963020383,billings,286.63,56,0,3.53
90,-33.72309209157489,15.788595101716226,saldanha,290.97,77,65,2.88
91,62.08966195083897,103.26086197526524,vanavara,295.26,46,100,2.71
92,39.99363862768516,-77.00167194783799,hanover,292.06,93,92,0.59
93,-19.67887624409167,96.36101756748536,palabuhanratu,297.01,86,87,8.93
94,60.5460881752885,134.03252047176176,ust-maya,295.38,63,68,1.54
95,48.422442449785876,160.86083075248808,petropavlovsk-kamchatskiy,280.72,94,70,8.02
96,-66.65342427300196,-176.34187792737444,vaini,273.27,97,100,9.43
97,-9.086158802427533,-26.839388607523915,olinda,299.42,78,98,11.55
99,48.178087095294984,6.2940186341743924,epinal,291.88,94,100,1.85
104,9.486486082309696,-101.567830058606,acapulco,299.18,83,100,10.8
105,58.01390091890923,0.724441111734393,peterhead,285.72,95,100,6.6
107,55.69025681777666,-163.4224521975998,bethel,281.85,74,100,3.79
108,83.30222629629657,41.804737954789886,ostrovnoy,273.85,89,36,2.89
110,17.792032213457233,67.78718687787833,veraval,302.85,75,77,5.55
112,32.26148106078472,76.37081204196988,kangra,292.91,51,53,3.03
113,-44.696393766101394,-84.50430592782612,castro,280.65,69,100,10.77
116,-5.6018587135874185,-0.12966608295047877,port-gentil,297.26,73,100,8.28
119,10.543531214437365,90.3872560357675,port blair,301.79,76,100,8.44
120,44.562528391727625,109.25668952804301,darhan,302.75,19,44,2.56
121,41.657088382962,44.61117948012992,kojori,287.27,46,44,6.09
122,-51.07205736722778,105.5653732448821,busselton,274.47,78,100,17.49
123,59.20486777500591,178.29997539648684,beringovskiy,280.41,94,99,7.57
124,-47.48217904386523,-49.97107737418705,mar del plata,278.38,63,100,17.3
125,6.51654148259334,3.040415708750402,ifo,301.2,95,100,1.4
126,-36.906726030083824,-101.4317239479164,lebu,288.02,80,100,14.57
127,25.79495805609652,66.3584733350674,uthal,309.27,42,0,6.2
128,30.025226331199306,-129.01499650275042,pacific grove,290.48,80,100,6.8
129,59.31340622817211,71.44505949279562,salym,286.76,92,98,3.78
133,-10.444594100774893,157.0100585792175,gizo,302.01,73,11,5.37
135,47.43172311821354,43.09782206186941,kotelnikovo,303.85,31,97,4.5
137,10.70000554379574,-121.34753236266923,cabo san lucas,299.41,77,78,3.08
139,-10.697330895148838,17.913757090966726,camacupa,303.37,26,0,1.03
140,28.4364623617016,-118.0098955198209,san quintin,290.38,88,5,3.74
144,34.154118802143685,-30.75612556461283,ribeira grande,293.35,75,5,7.87
145,-16.760587056139343,19.330578753522474,rundu,299.71,25,0,3.82
146,-52.831038622004755,47.163789271950264,umzimvubu,273.41,89,99,13.11
147,9.656770061846444,106.85371905741181,tra vinh,303.32,69,84,5.39
148,-49.905747697780086,-80.82895992240987,coihaique,277.82,74,100,10.26
151,24.872626910050357,-178.04179708871604,kapaa,300.06,76,62,8.46
152,3.7307917630856764,71.4108307861942,mahibadhoo,302.26,71,97,5.3
153,86.95373213166437,120.38703295685224,saskylakh,273.35,98,100,3.42
155,-30.260756908112306,170.01777822382638,ahipara,291.04,67,3,4.61
157,-32.0524840998472,113.23606242237503,mandurah,292.4,69,1,6.75
158,59.62382090917339,-26.53277345896271,grindavik,281.64,81,100,13.23
160,42.149220420111305,101.8533517128443,hovd,308.62,8,1,6.72
162,-43.17286840865288,177.65715867986256,waipawa,282.61,78,9,3.76
163,-40.97140639578663,-28.927055705939523,arraial do cabo,288.06,81,100,17.61
164,60.72046726001784,16.566858538994524,sandviken,286.13,88,100,1.79
165,-34.04859488940353,77.57130962466846,bambous virieux,288.56,66,100,10.18
168,45.36922749873804,126.79082358690022,acheng,295.19,83,100,6.47
170,-23.26805665348678,-167.3871302106817,alofi,297.38,74,98,9.49
172,87.73046988443662,28.846887249168788,longyearbyen,273.45,94,98,4.78
175,-14.399874975674365,-49.688060442011846,crixas,294.2,47,69,1.83
176,41.448730795147185,38.97937341998701,gorele,296.08,73,99,8.04
177,36.05719114221495,168.76668395417573,severo-kurilsk,293.01,98,100,8.11
178,59.13695321846737,106.2026056683689,markova,282.14,97,100,1.71
180,21.219923755759922,-47.34950035796959,bathsheba,298.67,72,43,7.62
181,-16.713909903740756,45.94261751752262,marovoay,302.52,27,1,3.32
182,53.554724195581656,140.31432320557053,mago,289.38,80,19,1.71
183,32.46165368046512,18.113588790699566,surt,298.74,66,0,3.46
184,68.88827731256848,36.741541541890854,tumannyy,286.47,65,91,6.35
185,-69.11597740691509,54.30822606721259,taolanaro,241.69,69,100,7.14
186,-26.473156303158788,40.64877589832241,toliary,293.4,67,84,9.81
187,70.8476077485715,88.14520297938992,talnakh,296.55,57,85,6.1
188,2.0718359285605743,-107.9837522087804,ixtapa,298.2,79,93,5.42
192,12.848462904856987,102.93048359896329,bo rai,301.37,75,100,2.34
193,-19.37788048393982,-27.372758493495468,caravelas,296.99,75,7,9.87
194,67.1004918683561,-141.24053413128416,aklavik,287.11,56,81,2.2
196,63.929850289704234,152.48188590451394,seymchan,284.93,73,27,3.79
198,-22.937850366876503,-153.72586362763977,avera,298.25,81,33,8.02
200,11.291442230488698,153.8320705737969,kavieng,301.69,77,100,6.14
201,33.2556921125331,172.20836385702177,nikolskoye,295.45,94,100,6.25
202,-43.15987339330165,71.73075268952795,mahebourg,286.15,87,100,12.03
203,41.698541467487075,5.353129338280581,sanary-sur-mer,297.5,85,100,5.73
205,-13.624392870065307,67.48183547067507,grand gaube,299.19,79,4,1.74
206,59.135831323355774,81.90318246527562,parabel,289.57,95,100,1.69
208,36.017057440887996,-108.73261664257146,gallup,289.18,60,100,1.76
209,38.706058456561124,19.113004100215562,ayios matthaios,299.18,68,0,2.45
212,43.60374248356561,-84.1081496282054,midland,297.13,73,0,1.54
216,33.11220574524802,137.8679534621386,oyama,297.32,92,4,8.35
220,20.238933590005516,-73.3316910872399,port-de-paix,300.49,76,9,6.79
221,-81.82789011826087,122.82942405882767,new norfolk,225.11,96,62,8.55
222,-24.025333833998758,118.74881315866384,roebourne,295.58,24,0,2.57
223,36.70506431876605,-60.1548129245334,saint george,292.12,88,100,10.08
224,44.77410634153162,-30.97821921184709,lagoa,290.74,83,59,5.51
227,-58.36059212792189,176.5329866875996,kaitangata,277.99,95,100,11.89
228,73.9169481315958,86.5201096802644,dudinka,279.0,78,92,5.43
229,-12.150198638614,-17.6217490003761,georgetown,298.12,64,94,9.67
232,18.58346533042871,-94.67447448151556,pajapan,299.31,78,100,4.29
237,6.109237487194122,-14.96474025905016,bonthe,298.42,85,100,3.33
239,63.45535973661853,-94.98621713507221,thompson,280.21,74,100,8.73
240,4.706665148793732,-60.19771000865059,lethem,294.67,80,99,0.8
241,3.4106370998530906,-115.63405605387912,san patricio,299.05,72,96,5.8
245,4.934375120204066,54.173035318608214,eyl,299.45,85,100,9.86
247,-13.94691865718059,49.143117527042705,bealanana,292.82,61,74,1.35
251,4.718210920384891,160.50851132554084,namatanai,301.04,74,100,4.34
252,48.59094232488451,77.92572318707153,karkaralinsk,304.83,17,26,5.19
254,-7.245538073795188,-124.56449351881474,atuona,298.28,74,45,9.47
259,72.88793323367616,125.55428600291498,tiksi,277.66,58,44,7.85
260,39.417537453518264,77.26547812397581,shache,303.81,20,100,3.54
261,69.00416181868204,132.96962732252956,verkhoyansk,278.17,91,95,5.22
264,-3.204491664880962,67.57518432620338,hithadhoo,300.97,69,14,1.9
267,58.83327432854347,-120.99959581878508,fort nelson,283.25,93,100,2.55
268,14.444957009217376,43.71972724754076,zabid,305.8,31,29,5.04
269,2.197637573865947,-39.80437456947388,acarau,300.37,76,62,4.86
271,49.87262292419598,-71.97472537451031,dolbeau,287.57,80,99,5.11
272,-3.2471851360919857,102.57505996394423,curup,295.45,94,93,0.43
273,16.60575687474683,118.18282575934705,macaboboni,302.66,72,83,2.03
276,41.517944666246024,-133.30403304244115,eureka,287.43,92,4,6.53
278,-5.943824275907801,32.857646601380026,sikonge,303.61,19,19,1.72
279,-38.191349880976766,63.05711300273731,saint-philippe,285.21,63,97,8.51
282,49.300305704804146,-179.107065309545,provideniya,280.87,96,100,16.47
284,17.789889293023933,-26.784862030055393,ponta do sol,296.65,91,70,4.77
285,61.869469745356895,42.16430678799455,shenkursk,291.41,42,78,3.32
287,-16.869102029849543,140.50506537645907,mount isa,297.6,66,3,6.69
289,0.8276705359251935,131.472273123261,sorong,302.36,70,30,5.29
290,79.81392892845278,48.195907399371436,belushya guba,273.56,89,24,3.95
291,-39.766018917966996,140.82698129628085,portland,287.91,81,100,9.96
292,45.95807719736641,127.79217287198395,binzhou,296.32,74,100,3.73
293,79.65724728431115,-5.389303660772498,klaksvik,274.09,95,84,5.87
294,26.10314183055037,61.262675080788966,chabahar,306.75,23,0,9.33
295,30.377133761133535,-103.01039066375449,pecos,293.25,74,5,6.83
297,83.03559251598898,107.84209132956795,khatanga,273.35,98,100,5.89
298,2.602047853992829,15.079666282100476,yokadouma,298.9,78,88,1.36
301,79.18033266932545,62.07827987681435,amderma,273.88,86,100,1.65
308,56.48852831078267,78.10713506550621,severnoye,291.46,88,74,4.08
309,-87.95606469807754,30.092838720386396,kruisfontein,233.33,97,100,6.16
310,4.729148896131164,-35.23030109881722,trairi,300.05,78,61,4.37
312,44.4849280353159,33.867985652984316,katsiveli,293.24,47,0,6.69
313,13.10995326834167,14.313759503058321,kousseri,301.08,72,92,4.34
314,42.1041330506377,-10.831925371160878,muros,290.07,82,10,5.41
318,17.463970760218203,74.33620546555991,rahimatpur,301.7,54,96,3.82
319,-60.91566255389607,51.83512434077991,tsihombe,271.45,92,75,2.88
321,12.235840796388871,53.93751376233479,bereda,298.74,82,92,10.37
322,-19.268713060243684,-84.04834554496082,pisco,291.14,72,3,7.3
323,-58.60288550843919,-28.766934980507813,chuy,268.98,73,100,7.82
324,-48.303193090370726,-32.05422293622172,cidreira,275.67,72,100,4.72
327,-29.656450750031297,120.10795174294338,northam,290.61,39,0,3.37
328,70.45242011471157,-173.89354742069486,lavrentiya,272.48,92,100,2.2
329,72.86717283076985,-116.17950621140368,yellowknife,276.4,89,100,1.97
337,39.15111234973347,41.79438790717384,mus,289.12,38,36,5.65
339,-48.38906408495466,-67.53096202363092,comodoro rivadavia,270.75,78,29,4.48
341,-42.129640517735524,-165.14900601718975,avarua,281.34,63,93,16.58
343,19.300124455402198,-66.57452365795376,arecibo,300.35,68,66,5.36
345,-14.671814911800894,-39.68147476370666,coaraci,293.13,85,84,1.35
346,-27.391206467297025,153.45658792058907,victoria point,287.46,60,0,3.2
350,-6.714462181579933,19.021518530012514,kikwit,302.55,39,72,2.24
351,72.03912287171207,4.85367975587198,sorland,279.17,80,100,7.78
352,-5.11328665691957,28.350643487786414,kalemie,305.12,27,39,0.96
353,48.26936607522882,73.20945498127668,abay,304.33,19,8,7.78
354,-74.98297930068664,31.318494924604238,port elizabeth,239.9,99,100,6.71
357,39.17036562188514,-63.09009357091135,shelburne,291.35,54,56,2.56
359,47.041921039681114,89.40369719397734,altay,305.54,14,0,6.39
362,-17.965781368950445,-54.700099770435145,coxim,293.98,52,52,2.0
363,-1.9716300375296498,92.46978037972713,meulaboh,301.15,72,100,2.26
366,27.023603489005637,60.651263145432466,iranshahr,315.97,13,0,8.63
370,13.724263430328747,65.70375490263717,kavaratti,301.54,79,100,11.63
373,-22.695762533540375,123.23617080695851,broome,295.55,26,0,3.85
374,-9.744812960585236,118.00807394306884,sumbawa,300.75,79,13,9.71
379,46.67566985855953,80.20137199220312,sarkand,309.27,17,65,3.79
380,22.916799562874232,-116.65491542798506,constitucion,293.82,87,14,5.09
383,-0.22835385965778698,-106.03214348390276,puerto ayora,296.87,77,70,6.58
385,-17.605859419228267,14.85423596154817,ongandjera,294.99,13,0,1.56
386,13.598187257585849,5.637371927109626,madaoua,307.57,34,44,4.68
387,22.177040994353447,-10.84480460092152,atar,303.83,30,12,4.15
389,76.55189800364707,144.63702725374674,chokurdakh,272.35,93,31,3.69
390,79.17047949090741,-173.3670524968388,mys shmidta,271.12,92,33,3.23
391,-38.357755931829416,167.4505960901805,westport,287.21,63,78,6.33
396,-77.46489931873309,158.982497211909,bluff,222.74,98,56,4.44
397,70.26852712842498,29.726243493942633,vadso,281.57,97,100,2.29
402,69.55825978235353,87.36931836524042,kayerkan,301.43,26,72,5.92
405,57.08697203046134,155.35580267633048,sobolevo,278.44,94,100,5.39
408,87.8790924643946,157.80014781104688,cherskiy,273.45,98,100,4.37
409,7.718536792286017,81.8466354806356,batticaloa,302.46,72,100,4.44
410,63.80059522994168,53.476309000822624,shudayag,287.93,63,99,4.22
416,-7.747857123602742,30.99580243962589,namanyere,296.93,30,7,2.01
418,-7.2612304080901,-30.41618692118604,pitimbu,300.06,78,100,9.29
420,77.52255414752327,165.44644216960148,pevek,272.63,90,83,6.62
426,32.294135131580006,-70.04888809198998,hamilton,295.33,61,100,3.3
428,29.744536423396212,78.19095275701216,sultanpur,314.09,18,24,2.87
429,30.04218246034968,-98.27765066922137,canyon lake,295.37,83,2,0.45
431,64.39794815224408,-134.03475161838276,mayo,282.12,86,100,2.46
432,50.22472755892085,-46.561638716012226,torbay,281.3,98,100,4.91
435,-13.52326649821326,-78.16116599250589,chilca,289.24,74,100,4.83
436,27.663308275542747,18.7017053409987,awjilah,306.47,21,0,4.04
438,-4.041409388479934,-67.22355770549188,carauari,294.23,99,70,0.14
439,-11.286263480015023,9.187206766039111,benguela,293.52,70,6,6.46
441,-24.786380168860603,46.48586353127655,amboasary,293.41,63,86,4.01
443,-13.055338811237121,20.078084551043332,luena,299.05,25,1,2.15
444,34.99169851508658,-107.03955379147531,los lunas,288.88,90,100,3.68
446,52.13917897647741,-68.15510392368726,port-cartier,280.88,89,100,5.65
453,52.406088654169906,-95.86927135946215,gimli,282.53,91,43,2.83
457,-22.381979518795717,25.232589918244656,letlhakane,296.14,28,11,8.61
458,-8.047734019862972,29.022551105004965,kaputa,301.24,28,33,3.23
459,31.67538137868567,-146.409174132285,kahului,294.06,76,84,7.95
460,-29.132475309823704,146.4791863836229,moree,285.89,52,0,3.63
461,-19.180951509404437,-45.5506696028759,abaete,289.82,67,4,0.76
464,64.63631477108447,37.91953371034185,onega,287.15,53,71,2.53
465,-30.505206413050615,-25.76411948573798,sao joao da barra,292.95,81,14,7.22
468,-1.6190575164345091,176.813753292831,rungata,300.36,80,55,6.35
471,48.510192171316135,-105.43907072863158,assiniboia,284.56,57,2,3.68
473,-21.511601313758362,114.99018309245031,karratha,298.99,47,2,1.93
474,47.899867508776055,2.680580435634141,amilly,294.2,79,96,3.79
476,20.843853730356585,54.455878681847196,abu dhabi,320.18,8,22,1.61
477,-4.541386517763371,57.83709750442006,victoria,299.85,66,88,6.1
481,-35.889891871001076,147.4318834689231,albury,280.73,96,99,0.81
487,26.460333341870395,-54.64415639744159,codrington,298.34,75,1,8.45
488,40.73634982636469,-104.49946057861384,greeley,283.62,56,99,1.52
495,-4.052493387373858,162.02741725426455,buala,301.44,77,31,5.94
496,5.152581638166566,75.8541724164042,naifaru,301.95,73,98,5.58
497,3.5497789171999727,75.59991076798329,felidhoo,301.89,71,98,4.56
498,64.18991442161393,-150.48132349675825,college,286.46,71,93,3.24
500,3.042667182688561,117.96379307532783,tarakan,301.94,71,17,4.62
502,49.884109719340614,29.367316563245566,zhovtneve,289.02,71,98,7.04
504,68.69354353997059,-16.068995899346987,husavik,275.22,96,100,18.42
506,-57.7698060380047,155.67208587096638,tuatapere,276.14,93,100,12.71
514,-45.36993141523118,70.1794349086359,souillac,279.5,69,91,5.08
515,-0.794604555901131,136.45608330373608,biak,302.13,63,42,4.56
517,45.12768527500873,-89.92405813170822,merrill,289.97,78,0,2.57
518,36.77004076923926,-5.94527362766263,arcos de la frontera,295.7,56,40,4.12
521,52.83557275956122,87.74231866925345,chugunash,298.89,47,78,3.08
525,-4.1248398506724016,-52.56218072575142,altamira,295.24,76,47,1.12
526,-3.1096382006565904,174.4270779767965,ijaki,301.24,70,41,6.45
529,-18.040235168430314,92.80488531942433,bengkulu,296.75,90,98,10.31
538,14.38911024492971,-21.18225996940575,vila do maio,298.3,86,95,2.74
539,-16.193852808150353,70.47922904711947,quatre cocos,298.59,84,4,3.39
543,11.968726923557014,118.62870967052999,teneguiban,302.49,70,100,3.25
544,23.517735782443623,30.807011524473154,aswan,309.66,14,0,7.59
545,50.32462421152579,54.691404072878186,sol-iletsk,304.93,25,99,5.11
548,-36.97440342237119,-55.363453584258934,maldonado,281.15,60,80,9.12
549,15.60264245766318,44.93377370623551,sayyan,311.85,9,94,5.85
